img_path,label_path,train_test,cerebellum_present_or_not,pixel_count,img_shapes
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_42.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_42.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_43.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_43.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_44.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_44.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_45.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_45.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_46.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_46.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_47.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_47.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_48.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_48.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_49.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_49.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_50.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_50.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_51.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_51.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_52.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_52.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_53.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_53.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_54.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_54.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_55.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_55.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_56.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_56.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_57.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_57.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_58.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_58.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_59.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_59.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_60.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_60.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_61.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_61.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_62.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_62.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_63.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_63.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_64.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_64.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_65.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_65.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_66.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_66.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_67.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_67.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_68.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_68.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_69.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_69.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_70.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_70.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_71.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_71.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_72.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_72.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_73.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_73.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_74.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_74.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_75.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_75.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_76.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_76.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_77.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_77.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_78.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_78.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_79.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_79.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_80.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_80.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_81.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_81.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_82.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_82.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_83.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_83.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_84.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_84.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_85.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_85.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_86.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_86.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_87.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_87.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_88.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_88.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_89.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_89.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_90.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_90.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_91.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_91.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_92.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_92.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_93.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_93.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_94.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_94.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_95.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_95.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_96.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_96.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_97.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_97.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_98.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_98.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_99.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_99.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_100.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_100.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_101.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_101.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_102.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_102.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_103.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_103.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_104.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_104.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_105.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_105.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_106.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_106.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_107.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_107.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_108.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_108.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_109.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_109.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_110.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_110.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_111.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_111.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_112.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_112.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_113.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_113.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_114.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_114.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_115.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_115.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_116.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_116.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_117.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_117.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_118.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_118.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_119.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_119.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_120.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_120.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_121.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_121.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_122.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_122.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_123.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_123.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_124.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_124.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_125.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_125.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_126.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_126.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_127.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_127.npy,True,1,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_128.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_128.npy,True,0,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_129.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_129.npy,True,0,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_130.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_130.npy,True,0,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_131.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_131.npy,True,0,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_132.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_132.npy,True,0,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_133.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_133.npy,True,0,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_134.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_134.npy,True,0,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_135.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_135.npy,True,0,"(0, 0)","(256, 256)"
/home/shubham/Documents/in-meds-brain-segmentation/mris/I-ND00016_136.npy,/home/shubham/Documents/in-meds-brain-segmentation/cerebellum/I-ND00016_136.npy,True,0,"(0, 0)","(256, 256)"
